dep_airport,arr_airport,carrier_group,ac_category,route_type,gcd_km,freq_band,co2_per_km,annual_co2_kg,annual_co2_saving_final
STR,BCN,narrowbody-mixed,narrowbody,narrowbody,995,<50,17.6,227000,2580
STR,BCN,narrowbody-mixed,narrowbody,narrowbody,995,200-500,19.2,8890000,90900
STR,BCN,narrowbody-mixed,narrowbody,narrowbody,995,<50,24,1120000,9240
STR,PMI,narrowbody-mixed,narrowbody,narrowbody,1138,<50,18.8,171000,1500
SVQ,ACE,narrowbody-mixed,narrowbody,narrowbody,1183,50-200,18.6,3330000,29500
SVQ,BCN,narrowbody-mixed,narrowbody,narrowbody,806,<50,18.7,75500,1080
SVQ,BCN,narrowbody-mixed,narrowbody,narrowbody,806,>1500,20.3,27300000,326000
SVQ,BCN,narrowbody-mixed,narrowbody,narrowbody,806,200-500,25.4,10200000,97200
SVQ,BIO,narrowbody-mixed,narrowbody,narrowbody,700,500-1500,21.2,13000000,171000
SVQ,BRU,narrowbody-mixed,narrowbody,narrowbody,1708,50-200,17.9,2910000,18500
SVQ,CDG,narrowbody-mixed,narrowbody,narrowbody,1453,500-1500,18.1,13400000,100000
SVQ,FCO,narrowbody-mixed,narrowbody,narrowbody,1622,<50,18,1020000,6880
SVQ,FUE,narrowbody-mixed,narrowbody,narrowbody,1241,50-200,18.5,2690000,22800
SVQ,IBZ,narrowbody-mixed,narrowbody,narrowbody,653,200-500,21.6,2840000,39300
SVQ,LGW,narrowbody-mixed,narrowbody,narrowbody,1588,200-500,18,7650000,52500
SVQ,LPA,narrowbody-mixed,narrowbody,narrowbody,1378,500-1500,18.2,17500000,137000
SVQ,OVD,narrowbody-mixed,narrowbody,narrowbody,681,<50,21.3,189000,2580
SVQ,PMI,narrowbody-mixed,narrowbody,narrowbody,785,500-1500,20.5,11500000,140000
SVQ,SCQ,narrowbody-mixed,narrowbody,narrowbody,644,200-500,21.7,4570000,64100
SVQ,TFN,narrowbody-mixed,narrowbody,narrowbody,1390,500-1500,18.2,21100000,163000
SVQ,VLC,narrowbody-mixed,narrowbody,narrowbody,523,200-500,23.3,2690000,43200
TFN,AGP,narrowbody-mixed,narrowbody,narrowbody,1434,500-1500,18.1,16500000,124000
TFN,ALC,narrowbody-mixed,narrowbody,narrowbody,1820,50-200,17.9,5170000,31200
TFN,BCN,narrowbody-mixed,narrowbody,narrowbody,2192,500-1500,17.6,36300000,184000
TFN,BCN,narrowbody-mixed,narrowbody,narrowbody,2192,200-500,22,23000000,93700
TFN,BIO,narrowbody-mixed,narrowbody,narrowbody,2039,200-500,17.7,16400000,88400
TFN,GRX,narrowbody-mixed,narrowbody,narrowbody,1519,50-200,18,3120000,22400
TFN,LIS,narrowbody-mixed,narrowbody,narrowbody,1323,50-200,18.3,2040000,16300
TFN,OVD,narrowbody-mixed,narrowbody,narrowbody,1910,50-200,17.8,5280000,30300
TFN,PMI,narrowbody-mixed,narrowbody,narrowbody,2137,<50,17.6,264000,1290
TFN,SCQ,narrowbody-mixed,narrowbody,narrowbody,1753,200-500,17.9,11000000,68400
TFN,SVQ,narrowbody-mixed,narrowbody,narrowbody,1390,500-1500,18.2,21100000,163000
TFN,VLC,narrowbody-mixed,narrowbody,narrowbody,1901,200-500,17.8,9660000,55700
TFN,ZAZ,narrowbody-mixed,narrowbody,narrowbody,2013,50-200,17.8,3510000,19100
TFS,AMS,narrowbody-mixed,narrowbody,narrowbody,3220,<50,6.32,895000,8600
TFS,BCN,narrowbody-mixed,narrowbody,narrowbody,2242,<50,15.8,177000,1080
TFS,BCN,narrowbody-mixed,narrowbody,narrowbody,2242,50-200,17.5,2480000,12300
TFS,BCN,narrowbody-mixed,narrowbody,narrowbody,2242,<50,21.9,49100,215
TFS,BLL,narrowbody-mixed,narrowbody,narrowbody,3697,<50,6.18,343000,3010
TFS,CPH,narrowbody-mixed,narrowbody,narrowbody,3846,<50,6.14,661000,5380
TFS,LGW,narrowbody-mixed,narrowbody,narrowbody,2910,50-200,17.5,4680000,18100
TFS,ORY,narrowbody-mixed,narrowbody,narrowbody,2812,50-200,8.13,2510000,21500
TLS,BCN,narrowbody-mixed,narrowbody,narrowbody,267,<50,28,67300,1720
TLS,BCN,narrowbody-mixed,narrowbody,narrowbody,267,<50,30.1,338000,8170
TRN,BCN,narrowbody-mixed,narrowbody,narrowbody,626,50-200,20.4,907000,14000
TRN,BCN,narrowbody-mixed,narrowbody,narrowbody,626,200-500,21.9,2960000,42400
TRN,BCN,narrowbody-mixed,narrowbody,narrowbody,626,<50,27.3,17100,215
VCE,BCN,narrowbody-mixed,narrowbody,narrowbody,951,<50,17.8,406000,4730
VCE,BCN,narrowbody-mixed,narrowbody,narrowbody,951,500-1500,19.4,9720000,103000
VCE,BCN,narrowbody-mixed,narrowbody,narrowbody,951,200-500,24.3,9380000,79300
VGO,BCN,narrowbody-mixed,narrowbody,narrowbody,890,50-200,18.2,1000000,12000
VGO,BCN,narrowbody-mixed,narrowbody,narrowbody,890,200-500,19.8,8210000,91400
VGO,BCN,narrowbody-mixed,narrowbody,narrowbody,890,50-200,24.7,1190000,10500
VIE,BCN,narrowbody-mixed,narrowbody,narrowbody,1370,<50,16.7,137000,1080
VIE,BCN,narrowbody-mixed,narrowbody,narrowbody,1370,200-500,18.2,7400000,57800
VIE,BCN,narrowbody-mixed,narrowbody,narrowbody,1370,<50,22.9,345000,2150
VLC,ACE,narrowbody-mixed,narrowbody,narrowbody,1679,<50,17.9,1110000,7310
VLC,AMS,narrowbody-mixed,narrowbody,narrowbody,1479,200-500,18.1,8600000,63000
VLC,BCN,narrowbody-mixed,narrowbody,narrowbody,293,<50,26.9,23700,645
VLC,BCN,narrowbody-mixed,narrowbody,narrowbody,293,<50,28.9,389000,9030
VLC,BIO,narrowbody-mixed,narrowbody,narrowbody,470,200-500,24.2,3590000,61900
VLC,BRU,narrowbody-mixed,narrowbody,narrowbody,1324,200-500,18.3,6340000,51200
VLC,FCO,narrowbody-mixed,narrowbody,narrowbody,1099,200-500,18.9,8130000,76800
VLC,FUE,narrowbody-mixed,narrowbody,narrowbody,1735,<50,17.9,342000,2150
VLC,IBZ,narrowbody-mixed,narrowbody,narrowbody,171,200-500,37,2110000,65400
VLC,LGW,narrowbody-mixed,narrowbody,narrowbody,1294,200-500,18.4,7140000,58700
VLC,LPA,narrowbody-mixed,narrowbody,narrowbody,1880,50-200,17.8,4600000,26900
VLC,MAH,narrowbody-mixed,narrowbody,narrowbody,402,50-200,25.5,523000,9890
VLC,ORY,narrowbody-mixed,narrowbody,narrowbody,1049,500-1500,19,11700000,114000
VLC,ORY,narrowbody-mixed,narrowbody,narrowbody,1049,200-500,23.8,6990000,54800
VLC,PMI,narrowbody-mixed,narrowbody,narrowbody,274,500-1500,29.8,7100000,170000
VLC,SCQ,narrowbody-mixed,narrowbody,narrowbody,763,<50,20.6,173000,2150
VLC,SVQ,narrowbody-mixed,narrowbody,narrowbody,523,200-500,23.3,2690000,43200
VLC,TFN,narrowbody-mixed,narrowbody,narrowbody,1901,200-500,17.8,9660000,55700
VLL,BCN,narrowbody-mixed,narrowbody,narrowbody,576,<50,21.1,291000,4730
VLL,BCN,narrowbody-mixed,narrowbody,narrowbody,576,50-200,22.5,1320000,20000
XRY,BCN,narrowbody-mixed,narrowbody,narrowbody,863,<50,18.3,221000,2800
XRY,BCN,narrowbody-mixed,narrowbody,narrowbody,863,200-500,19.9,4680000,53300
XRY,BCN,narrowbody-mixed,narrowbody,narrowbody,863,<50,24.9,688000,6240
XRY,BIO,narrowbody-mixed,narrowbody,narrowbody,777,50-200,20.5,989000,12000
XRY,PMI,narrowbody-mixed,narrowbody,narrowbody,827,50-200,20.2,2450000,28800
ZAZ,ACE,narrowbody-mixed,narrowbody,narrowbody,1811,<50,17.9,680000,4080
ZAZ,LPA,narrowbody-mixed,narrowbody,narrowbody,2005,<50,17.8,250000,1290
ZAZ,ORY,narrowbody-mixed,narrowbody,narrowbody,829,<50,25.2,62600,645
ZAZ,PMI,narrowbody-mixed,narrowbody,narrowbody,393,200-500,25.7,2420000,46900
ZAZ,TFN,narrowbody-mixed,narrowbody,narrowbody,2013,50-200,17.8,3510000,19100
ZRH,AGP,narrowbody-mixed,narrowbody,narrowbody,1605,50-200,18,4070000,27500
ZRH,ALC,narrowbody-mixed,narrowbody,narrowbody,1259,50-200,18.5,3230000,27100
ZRH,BCN,narrowbody-mixed,narrowbody,narrowbody,855,<50,18.4,15700,215
ZRH,BCN,narrowbody-mixed,narrowbody,narrowbody,855,200-500,20,8370000,95900
ZRH,BCN,narrowbody-mixed,narrowbody,narrowbody,855,50-200,25,3910000,35900
ZRH,BIO,narrowbody-mixed,narrowbody,narrowbody,1003,50-200,19.2,1020000,10300
ZRH,PMI,narrowbody-mixed,narrowbody,narrowbody,993,200-500,19.2,4730000,48600
ZRH,SCQ,narrowbody-mixed,narrowbody,narrowbody,1416,50-200,18.2,1930000,14600
ZTH,FCO,narrowbody-mixed,narrowbody,narrowbody,864,<50,19.9,430000,4940
BCN,EVN,narrowbody-mixed,narrowbody,narrowbody,3531,<50,6.22,373000,3220
CIY,FRL,narrowbody-mixed,narrowbody,narrowbody,827,<50,19.8,246000,3010
CTA,FRL,narrowbody-mixed,narrowbody,narrowbody,787,<50,20.1,633000,7740
EFL,FRL,narrowbody-mixed,narrowbody,narrowbody,974,<50,18.9,221000,2360
FRL,CIY,narrowbody-mixed,narrowbody,narrowbody,827,<50,19.8,246000,3010
FRL,CTA,narrowbody-mixed,narrowbody,narrowbody,787,<50,20.1,633000,7740
FRL,EFL,narrowbody-mixed,narrowbody,narrowbody,974,<50,18.9,221000,2360
FRL,LDE,narrowbody-mixed,narrowbody,narrowbody,975,<50,18.9,202000,2150
FRL,LMP,narrowbody-mixed,narrowbody,narrowbody,967,<50,18.9,256000,2800
FRL,OLB,narrowbody-mixed,narrowbody,narrowbody,422,<50,26.7,271000,4730
FRL,PNL,narrowbody-mixed,narrowbody,narrowbody,819,<50,19.9,228000,2800
FRL,TPS,narrowbody-mixed,narrowbody,narrowbody,698,<50,20.9,175000,2360
FRL,ZTH,narrowbody-mixed,narrowbody,narrowbody,1027,<50,18.7,230000,2360
LDE,FRL,narrowbody-mixed,narrowbody,narrowbody,975,<50,18.9,202000,2150
LMP,FRL,narrowbody-mixed,narrowbody,narrowbody,967,<50,18.9,256000,2800
MAD,SSG,network-longhaul,widebody,widebody_nonoceanic,4263,<50,46.2,1180000,3780
OLB,FRL,narrowbody-mixed,narrowbody,narrowbody,422,<50,26.7,271000,4730
PFO,TLV,narrowbody-mixed,narrowbody,narrowbody,373,<50,26.2,9770,215
PNL,FRL,narrowbody-mixed,narrowbody,narrowbody,819,<50,19.9,228000,2800
TPS,FRL,narrowbody-mixed,narrowbody,narrowbody,698,<50,20.9,160000,2150
ZTH,FRL,narrowbody-mixed,narrowbody,narrowbody,1027,<50,18.7,230000,2360
AGP,VNO,narrowbody-mixed,narrowbody,narrowbody,3014,<50,6.39,116000,1080
AMS,EBL,narrowbody-mixed,narrowbody,narrowbody,3533,<50,6.22,22000,215
BCN,VNO,narrowbody-mixed,narrowbody,narrowbody,2258,<50,17.5,39500,215
BGY,FCO,narrowbody-mixed,narrowbody,narrowbody,475,<50,23.8,249000,4300
BGY,RIX,narrowbody-mixed,narrowbody,narrowbody,1588,<50,18,285000,1940
BGY,TIA,narrowbody-mixed,narrowbody,narrowbody,935,<50,19.1,71400,860
BGY,TLL,narrowbody-mixed,narrowbody,narrowbody,1827,<50,18.6,136000,860
BGY,VNO,narrowbody-mixed,narrowbody,narrowbody,1485,<50,18.1,295000,2150
CDG,TGD,narrowbody-mixed,narrowbody,narrowbody,1489,<50,18,1100000,7960
CFU,TLL,narrowbody-mixed,narrowbody,narrowbody,2227,<50,18.2,284000,1290
CGN,EBL,narrowbody-mixed,narrowbody,narrowbody,3333,<50,6.28,20900,215
CIY,FRL,narrowbody-mixed,narrowbody,narrowbody,827,<50,19.8,49100,645
CPH,EBL,narrowbody-mixed,narrowbody,narrowbody,3191,<50,6.32,20200,215
CPH,TGD,narrowbody-mixed,narrowbody,narrowbody,1548,<50,18,697000,4940
CTA,CAI,narrowbody-mixed,narrowbody,narrowbody,1712,<50,17.9,30700,215
CTA,FOG,regional-other,narrowbody,narrowbody,443,<50,24.7,87600,1500
CTA,TLL,narrowbody-mixed,narrowbody,narrowbody,2535,<50,18,182000,860
CTA,VNO,narrowbody-mixed,narrowbody,narrowbody,2058,<50,17.7,182000,1080
DUS,EBL,narrowbody-mixed,narrowbody,narrowbody,3370,<50,6.27,21100,215
FAO,TLL,narrowbody-mixed,narrowbody,narrowbody,3412,<50,17.6,241000,860
FAO,VNO,narrowbody-mixed,narrowbody,narrowbody,3185,<50,6.33,80600,860
FCO,BGY,narrowbody-mixed,narrowbody,narrowbody,475,<50,23.8,249000,4300
FCO,CTA,narrowbody-mixed,narrowbody,narrowbody,538,<50,24.6,52900,860
FCO,OLB,narrowbody-mixed,narrowbody,narrowbody,248,<50,33.2,264000,6240
FCO,PMO,narrowbody-mixed,narrowbody,narrowbody,409,50-200,27,641000,11400
FNC,RIX,narrowbody-mixed,narrowbody,narrowbody,4091,<50,6.09,74700,645
FNC,TLL,narrowbody-mixed,narrowbody,narrowbody,4250,<50,17.4,296000,860
FNC,VNO,narrowbody-mixed,narrowbody,narrowbody,4075,<50,6.09,223000,1720
FOG,CTA,regional-other,narrowbody,narrowbody,443,<50,24.7,87600,1500
FOG,MXP,regional-other,narrowbody,narrowbody,718,<50,21.7,233000,3010
FOG,TRN,regional-other,narrowbody,narrowbody,763,<50,21.4,147000,1720
FRA,EBL,narrowbody-mixed,narrowbody,narrowbody,3211,<50,6.32,40600,430
FRA,TGD,narrowbody-mixed,narrowbody,narrowbody,1181,<50,18.7,286000,2580
FRL,CIY,narrowbody-mixed,narrowbody,narrowbody,827,<50,19.8,49100,645
FUE,ZRH,narrowbody-mixed,narrowbody,narrowbody,2861,50-200,16,2660000,11400
HAJ,EBL,narrowbody-mixed,narrowbody,narrowbody,3219,<50,6.32,20300,215
HER,TLL,narrowbody-mixed,narrowbody,narrowbody,2675,<50,17.9,1200000,4940
HER,VNO,narrowbody-mixed,narrowbody,narrowbody,2144,<50,17.6,227000,1080
HER,ZRH,narrowbody-mixed,narrowbody,narrowbody,1925,<50,16.1,186000,1080
HER,ZRH,narrowbody-mixed,narrowbody,narrowbody,1925,50-200,17.8,1720000,9890
IBZ,ZRH,narrowbody-mixed,narrowbody,narrowbody,1115,<50,17.2,537000,5380
IBZ,ZRH,narrowbody-mixed,narrowbody,narrowbody,1115,<50,18.8,441000,4080
IST,EBL,narrowbody-mixed,narrowbody,narrowbody,1429,<50,18.1,51900,430
IST,TGD,narrowbody-mixed,narrowbody,narrowbody,793,<50,20.4,372000,4520
IST,TIV,narrowbody-mixed,narrowbody,narrowbody,838,<50,20.1,33700,430
KGS,ZRH,narrowbody-mixed,narrowbody,narrowbody,1926,<50,17.8,1300000,7520
LCA,ZRH,narrowbody-mixed,narrowbody,narrowbody,2504,<50,17.3,1950000,8820
LIN,OLB,narrowbody-mixed,narrowbody,narrowbody,505,50-200,25.2,814000,12500
LPA,ZRH,narrowbody-mixed,narrowbody,narrowbody,2998,<50,16.1,1640000,6660
LYS,TGD,narrowbody-mixed,narrowbody,narrowbody,1191,<50,18.6,555000,4940
LYS,VNO,narrowbody-mixed,narrowbody,narrowbody,1736,<50,17.9,124000,860
MUC,EBL,narrowbody-mixed,narrowbody,narrowbody,2937,<50,17.5,51300,215
MXP,FOG,regional-other,narrowbody,narrowbody,718,<50,21.7,218000,2800
NAP,SSH,narrowbody-mixed,narrowbody,narrowbody,2325,<50,17.5,40600,215
NTE,TGD,narrowbody-mixed,narrowbody,narrowbody,1724,<50,17.9,370000,2360
OLB,FCO,narrowbody-mixed,narrowbody,narrowbody,248,<50,33.2,362000,8600
OLB,LIN,narrowbody-mixed,narrowbody,narrowbody,505,<50,25.2,407000,6240
PMI,ZRH,narrowbody-mixed,narrowbody,narrowbody,993,<50,17.6,157000,1720
PMO,FCO,narrowbody-mixed,narrowbody,narrowbody,409,<50,27,354000,6240
RHO,VNO,narrowbody-mixed,narrowbody,narrowbody,2037,<50,17.8,145000,860
RHO,ZRH,narrowbody-mixed,narrowbody,narrowbody,2020,<50,17.8,1040000,5590
SUF,VNO,narrowbody-mixed,narrowbody,narrowbody,1875,<50,17.8,134000,860
TFS,TLL,narrowbody-mixed,narrowbody,narrowbody,4682,<50,17.3,2110000,5160
TFS,VNO,narrowbody-mixed,narrowbody,narrowbody,4468,<50,6.01,591000,4300
TFS,ZRH,narrowbody-mixed,narrowbody,narrowbody,3059,50-200,5.82,926000,10100
TRN,FOG,regional-other,narrowbody,narrowbody,763,<50,21.4,147000,1720
ZRH,FUE,narrowbody-mixed,narrowbody,narrowbody,2861,50-200,16,2380000,10100
ZRH,HER,narrowbody-mixed,narrowbody,narrowbody,1925,<50,16.1,217000,1290
ZRH,HER,narrowbody-mixed,narrowbody,narrowbody,1925,50-200,17.8,1720000,9890
ZRH,HRG,narrowbody-mixed,narrowbody,narrowbody,3145,<50,5.79,36400,430
ZRH,HRG,narrowbody-mixed,narrowbody,narrowbody,3145,50-200,6.34,2830000,27700
ZRH,IBZ,narrowbody-mixed,narrowbody,narrowbody,1115,<50,17.2,537000,5380
ZRH,IBZ,narrowbody-mixed,narrowbody,narrowbody,1115,<50,18.8,714000,6660
ZRH,KGS,narrowbody-mixed,narrowbody,narrowbody,1926,<50,17.8,1300000,7520
ZRH,LCA,narrowbody-mixed,narrowbody,narrowbody,2504,<50,17.3,1260000,5590
ZRH,LPA,narrowbody-mixed,narrowbody,narrowbody,2998,<50,16.1,1980000,7960
ZRH,PMI,narrowbody-mixed,narrowbody,narrowbody,993,<50,17.6,157000,1720
ZRH,PRN,narrowbody-mixed,narrowbody,narrowbody,1120,50-200,17.2,1480000,15000
ZRH,PRN,narrowbody-mixed,narrowbody,narrowbody,1120,50-200,18.8,1540000,14200
ZRH,RHO,narrowbody-mixed,narrowbody,narrowbody,2020,<50,17.8,1040000,5590
ZRH,RMF,narrowbody-mixed,narrowbody,narrowbody,3336,<50,6.28,649000,6020
ZRH,SKP,narrowbody-mixed,narrowbody,narrowbody,1197,<50,17,488000,4730
ZRH,SKP,narrowbody-mixed,narrowbody,narrowbody,1197,50-200,18.6,2850000,24900
ZRH,TFS,narrowbody-mixed,narrowbody,narrowbody,3059,50-200,5.82,1020000,11200
ZRH,TGD,narrowbody-mixed,narrowbody,narrowbody,1014,<50,19.1,931000,9460
AAR,OTP,narrowbody-mixed,narrowbody,narrowbody,1695,<50,17.9,425000,2800
AAR,OTP,narrowbody-mixed,narrowbody,narrowbody,1695,<50,22.4,1480000,7520
AGP,CLJ,narrowbody-mixed,narrowbody,narrowbody,2573,50-200,17.3,2630000,11600
AGP,CLJ,narrowbody-mixed,narrowbody,narrowbody,2573,<50,8.32,428000,3870
AGP,FCO,narrowbody-mixed,narrowbody,narrowbody,1543,50-200,22.6,5880000,33100
AGP,OTP,narrowbody-mixed,narrowbody,narrowbody,2705,50-200,8.21,2640000,23200
AGP,VIE,narrowbody-mixed,narrowbody,narrowbody,2132,<50,17.6,75200,430
AGP,VIE,narrowbody-mixed,narrowbody,narrowbody,2132,50-200,22,6580000,27300
AHO,OTP,narrowbody-mixed,narrowbody,narrowbody,1518,50-200,22.6,1780000,10100
ALC,CLJ,narrowbody-mixed,narrowbody,narrowbody,2185,50-200,17.6,3070000,15700
ALC,CLJ,narrowbody-mixed,narrowbody,narrowbody,2185,<50,22,720000,3010
ALC,OTP,narrowbody-mixed,narrowbody,narrowbody,2316,<50,17.5,445000,2150
ALC,OTP,narrowbody-mixed,narrowbody,narrowbody,2316,50-200,21.8,5250000,20400
AOI,TIA,narrowbody-mixed,narrowbody,narrowbody,576,50-200,22.5,727000,11000
AOI,TIA,narrowbody-mixed,narrowbody,narrowbody,576,50-200,28.1,1180000,14200
ATH,MXP,narrowbody-mixed,narrowbody,narrowbody,1518,50-200,22.6,5000000,28600
ATH,OTP,narrowbody-mixed,narrowbody,narrowbody,758,50-200,20.7,1160000,14400
ATH,OTP,narrowbody-mixed,narrowbody,narrowbody,758,50-200,25.8,1620000,16300
ATH,TIA,narrowbody-mixed,narrowbody,narrowbody,526,50-200,23.3,991000,15900
ATH,TIA,narrowbody-mixed,narrowbody,narrowbody,526,50-200,28.9,2510000,32200
ATH,TLV,narrowbody-mixed,narrowbody,narrowbody,1193,<50,18.6,555000,4940
ATH,TLV,narrowbody-mixed,narrowbody,narrowbody,1193,50-200,23.3,1840000,12900
BCN,CLJ,narrowbody-mixed,narrowbody,narrowbody,1825,50-200,17.9,5670000,34000
BCN,CLJ,narrowbody-mixed,narrowbody,narrowbody,1825,<50,22.3,489000,2360
BCN,CRA,narrowbody-mixed,narrowbody,narrowbody,1804,50-200,17.9,2130000,12900
BCN,FCO,narrowbody-mixed,narrowbody,narrowbody,847,200-500,25,7910000,72900
BCN,IAS,narrowbody-mixed,narrowbody,narrowbody,2126,<50,17.7,1540000,7960
BCN,IAS,narrowbody-mixed,narrowbody,narrowbody,2126,50-200,22,3980000,16600
BCN,MXP,narrowbody-mixed,narrowbody,narrowbody,719,50-200,26.2,1190000,12300
BCN,OTP,narrowbody-mixed,narrowbody,narrowbody,1981,50-200,17.8,4480000,24900
BCN,OTP,narrowbody-mixed,narrowbody,narrowbody,1981,200-500,22.2,12000000,53300
BCN,TIA,narrowbody-mixed,narrowbody,narrowbody,1469,50-200,18.1,2260000,16600
BCN,TIA,narrowbody-mixed,narrowbody,narrowbody,1469,50-200,22.7,5320000,31400
BCN,TLV,narrowbody-mixed,narrowbody,narrowbody,3079,<50,7.97,1130000,9030
BCN,TSR,narrowbody-mixed,narrowbody,narrowbody,1625,50-200,18,2040000,13800
BCN,VIE,narrowbody-mixed,narrowbody,narrowbody,1370,200-500,22.9,8210000,51200
BDS,TIA,narrowbody-mixed,narrowbody,narrowbody,171,<50,37,177000,5380
BDS,TIA,narrowbody-mixed,narrowbody,narrowbody,171,<50,46.1,363000,9030
BER,CLJ,narrowbody-mixed,narrowbody,narrowbody,959,50-200,19.4,1190000,12500
BER,CLJ,narrowbody-mixed,narrowbody,narrowbody,959,<50,24.3,884000,7520
BER,IAS,narrowbody-mixed,narrowbody,narrowbody,1164,<50,18.7,152000,1290
BER,IAS,narrowbody-mixed,narrowbody,narrowbody,1164,<50,23.4,545000,3870
BER,TIA,narrowbody-mixed,narrowbody,narrowbody,1305,50-200,18.4,1340000,11000
BER,TIA,narrowbody-mixed,narrowbody,narrowbody,1305,50-200,23,3420000,22400
BGY,CLJ,narrowbody-mixed,narrowbody,narrowbody,1080,200-500,18.9,4760000,45600
BGY,CLJ,narrowbody-mixed,narrowbody,narrowbody,1080,50-200,23.7,2430000,18500
BGY,CRA,narrowbody-mixed,narrowbody,narrowbody,1123,50-200,18.8,3800000,35300
BGY,IAS,narrowbody-mixed,narrowbody,narrowbody,1379,50-200,18.2,2720000,21100
BGY,IAS,narrowbody-mixed,narrowbody,narrowbody,1379,50-200,22.8,5100000,31600
BGY,OTP,narrowbody-mixed,narrowbody,narrowbody,1289,50-200,18.4,3800000,31400
BGY,OTP,narrowbody-mixed,narrowbody,narrowbody,1289,200-500,23.1,8950000,58900
BGY,SCV,narrowbody-mixed,narrowbody,narrowbody,1286,50-200,18.4,4190000,34600
BGY,TIA,narrowbody-mixed,narrowbody,narrowbody,935,200-500,19.5,4960000,53300
BGY,TIA,narrowbody-mixed,narrowbody,narrowbody,935,200-500,24.4,6300000,54000
BGY,TSR,narrowbody-mixed,narrowbody,narrowbody,901,50-200,19.7,3120000,34400
BHX,CLJ,narrowbody-mixed,narrowbody,narrowbody,1923,50-200,17.8,1990000,11400
BHX,CLJ,narrowbody-mixed,narrowbody,narrowbody,1923,<50,22.3,642000,3010
BHX,CRA,narrowbody-mixed,narrowbody,narrowbody,2081,50-200,17.7,3900000,20600
BHX,OTP,narrowbody-mixed,narrowbody,narrowbody,2210,<50,17.6,1790000,9030
BHX,OTP,narrowbody-mixed,narrowbody,narrowbody,2210,50-200,21.9,5770000,23200
BIO,VIE,narrowbody-mixed,narrowbody,narrowbody,1596,50-200,22.5,2080000,11400
BLL,IAS,narrowbody-mixed,narrowbody,narrowbody,1585,<50,18,741000,5160
BLL,IAS,narrowbody-mixed,narrowbody,narrowbody,1585,50-200,22.5,2710000,14800
BLL,OTP,narrowbody-mixed,narrowbody,narrowbody,1722,50-200,17.9,1630000,10300
BLL,OTP,narrowbody-mixed,narrowbody,narrowbody,1722,50-200,22.4,2240000,11400
BLQ,CLJ,narrowbody-mixed,narrowbody,narrowbody,995,50-200,19.2,2750000,28200
BLQ,CLJ,narrowbody-mixed,narrowbody,narrowbody,995,<50,24,861000,7100
BLQ,CRA,narrowbody-mixed,narrowbody,narrowbody,999,50-200,19.2,1840000,18700
BLQ,CTA,narrowbody-mixed,narrowbody,narrowbody,843,50-200,20.1,1440000,16600
BLQ,CTA,narrowbody-mixed,narrowbody,narrowbody,843,200-500,25.1,6680000,61900
BLQ,IAS,narrowbody-mixed,narrowbody,narrowbody,1296,50-200,18.4,1980000,16300
BLQ,IAS,narrowbody-mixed,narrowbody,narrowbody,1296,<50,23,1100000,7310
BLQ,OTP,narrowbody-mixed,narrowbody,narrowbody,1172,50-200,18.7,3150000,28200
BLQ,OTP,narrowbody-mixed,narrowbody,narrowbody,1172,50-200,23.4,3230000,23000
BLQ,SCV,narrowbody-mixed,narrowbody,narrowbody,1210,50-200,18.6,1170000,10100
BLQ,TIA,narrowbody-mixed,narrowbody,narrowbody,768,200-500,20.6,5320000,65800
BLQ,TIA,narrowbody-mixed,narrowbody,narrowbody,768,50-200,25.7,2170000,21500
BLQ,TSR,narrowbody-mixed,narrowbody,narrowbody,800,50-200,20.4,1190000,14200
BRI,CLJ,narrowbody-mixed,narrowbody,narrowbody,837,<50,20.1,656000,7520
BRI,OTP,narrowbody-mixed,narrowbody,narrowbody,851,50-200,20,1870000,21500
BRI,OTP,narrowbody-mixed,narrowbody,narrowbody,851,50-200,25,1940000,17800
BRI,TIA,narrowbody-mixed,narrowbody,narrowbody,249,200-500,31.1,2810000,71000
BRI,TIA,narrowbody-mixed,narrowbody,narrowbody,249,50-200,38.7,732000,14800
BRI,TSR,narrowbody-mixed,narrowbody,narrowbody,636,50-200,21.8,971000,13800
BSL,CLJ,narrowbody-mixed,narrowbody,narrowbody,1221,50-200,18.6,2700000,23200
BSL,CLJ,narrowbody-mixed,narrowbody,narrowbody,1221,<50,23.2,482000,3220
BSL,FCO,narrowbody-mixed,narrowbody,narrowbody,744,50-200,26,1780000,18100
BSL,IAS,narrowbody-mixed,narrowbody,narrowbody,1508,<50,18,435000,3220
BSL,IAS,narrowbody-mixed,narrowbody,narrowbody,1508,50-200,22.6,1910000,11000
BSL,KFZ,narrowbody-mixed,narrowbody,narrowbody,1188,<50,18.6,88500,860
BSL,OTP,narrowbody-mixed,narrowbody,narrowbody,1468,50-200,18.1,1350000,9890
BSL,OTP,narrowbody-mixed,narrowbody,narrowbody,1468,50-200,22.7,4890000,28800
BSL,PRN,narrowbody-mixed,narrowbody,narrowbody,1196,<50,18.6,334000,3010
BSL,TIA,narrowbody-mixed,narrowbody,narrowbody,1184,<50,18.6,574000,5160
BVA,CLJ,narrowbody-mixed,narrowbody,narrowbody,1622,200-500,18,7020000,47100
BVA,CLJ,narrowbody-mixed,narrowbody,narrowbody,1622,<50,22.5,912000,4940
BVA,CRA,narrowbody-mixed,narrowbody,narrowbody,1743,50-200,17.9,2120000,13300
BVA,CTA,narrowbody-mixed,narrowbody,narrowbody,1687,<50,17.9,242000,1500
