Carrier Code,Carrier Name,Dep Airport Code,Arr Airport Code,CalculatorName,ac_category,Dep Region Code,Arr Region Code,annual_flights,annual_co2_kg,mean_co2_flight,gcd_km,pct_affected,saving_per_flight_kg,annual_affected_flights,annual_co2_saving_kg,is_transatlantic,is_widebody,pct_affected_corr,saving_per_flight_corr,annual_affected_corr,annual_co2_saving_corr,is_south_atlantic,annual_co2_saving_final
TK,Turkish Airlines,BER,IST,A333,widebody,EU1,EU1,295,19422451.5519,65838.8,1685,0.56,1259,165,207735,FALSE,TRUE,0.56,1259,165,207735,FALSE,207735
TK,Turkish Airlines,BER,IST,B738,narrowbody,EU1,EU1,7,221247.14997,31606.7,1685,0.91,215,6,1290,FALSE,FALSE,0.91,215,6,1290,FALSE,1290
TK,Turkish Airlines,BER,IST,B739,narrowbody,EU1,EU1,2,66305.59484,33152.8,1685,0.91,215,2,430,FALSE,FALSE,0.91,215,2,430,FALSE,430
TK,Turkish Airlines,BER,IST,B772,widebody,EU1,EU1,172,12815607.401920002,74509.3,1685,0.56,1259,96,120864,FALSE,TRUE,0.56,1259,96,120864,FALSE,120864
TK,Turkish Airlines,BER,IST,B77W,widebody,EU1,EU1,27,2673744.31278,99027.6,1685,0.56,1259,15,18885,FALSE,TRUE,0.56,1259,15,18885,FALSE,18885
TK,Turkish Airlines,BER,IST,B789,widebody,EU1,EU1,38,2315297.33436,60928.9,1685,0.56,1259,21,26439,FALSE,TRUE,0.56,1259,21,26439,FALSE,26439
TK,Turkish Airlines,BER,SAW,A320,narrowbody,EU1,EU1,73,2283756.19439,31284.3,1748,0.91,215,66,14190,FALSE,FALSE,0.91,215,66,14190,FALSE,14190
TK,Turkish Airlines,BER,SAW,A321,narrowbody,EU1,EU1,221,8647941.24727,39131,1748,0.91,215,201,43215,FALSE,FALSE,0.91,215,201,43215,FALSE,43215
TK,Turkish Airlines,BER,SAW,B738,narrowbody,EU1,EU1,71,2319679.26971,32671.5,1748,0.91,215,65,13975,FALSE,FALSE,0.91,215,65,13975,FALSE,13975
TK,Turkish Airlines,BER,SZF,A320,narrowbody,EU1,EU1,7,263205.86866000004,37600.8,2131,0.91,215,6,1290,FALSE,FALSE,0.91,215,6,1290,FALSE,1290
TK,Turkish Airlines,BER,SZF,B739,narrowbody,EU1,EU1,2,82170.6914,41085.3,2131,0.91,215,2,430,FALSE,FALSE,0.91,215,2,430,FALSE,430
TK,Turkish Airlines,BER,TZX,B738,narrowbody,EU1,EU1,4,170331.67412,42582.9,2350,0.91,215,4,860,FALSE,FALSE,0.91,215,4,860,FALSE,860
TK,Turkish Airlines,BGG,ESB,B738,narrowbody,EU1,EU1,202,3074909.18944,15222.3,666,0.91,215,184,39560,FALSE,FALSE,0.91,215,184,39560,FALSE,39560
TK,Turkish Airlines,BGG,IST,A319,narrowbody,EU1,EU1,90,1630209.8511,18113.4,1041,0.91,215,82,17630,FALSE,FALSE,0.91,215,82,17630,FALSE,17630
TK,Turkish Airlines,BGG,IST,A320,narrowbody,EU1,EU1,211,4183405.54627,19826.6,1041,0.91,215,192,41280,FALSE,FALSE,0.91,215,192,41280,FALSE,41280
TK,Turkish Airlines,BGG,IST,B738,narrowbody,EU1,EU1,71,1485310.52931,20919.9,1041,0.91,215,65,13975,FALSE,FALSE,0.91,215,65,13975,FALSE,13975
TK,Turkish Airlines,BGY,SAW,A320,narrowbody,EU1,EU1,60,1793924.9867999998,29898.7,1667,0.91,215,55,11825,FALSE,FALSE,0.91,215,55,11825,FALSE,11825
TK,Turkish Airlines,BGY,SAW,A321,narrowbody,EU1,EU1,92,3442610.4266,37419.7,1667,0.91,215,84,18060,FALSE,FALSE,0.91,215,84,18060,FALSE,18060
TK,Turkish Airlines,BGY,SAW,B738,narrowbody,EU1,EU1,223,6980458.8826,31302.5,1667,0.91,215,203,43645,FALSE,FALSE,0.91,215,203,43645,FALSE,43645
TK,Turkish Airlines,BHX,IST,A321,narrowbody,EU1,EU1,457,9851917.9361,21557.8,2599,0.91,215,416,89440,FALSE,FALSE,0.91,215,416,89440,FALSE,89440
TK,Turkish Airlines,BHX,IST,A332,widebody,EU1,EU1,5,507357.247,101471.4,2599,0.56,1259,3,3777,FALSE,TRUE,0.56,1259,3,3777,FALSE,3777
TK,Turkish Airlines,BHX,IST,A333,widebody,EU1,EU1,11,1059705.50092,96336.9,2599,0.56,1259,6,7554,FALSE,TRUE,0.56,1259,6,7554,FALSE,7554
TK,Turkish Airlines,BHX,IST,B738,narrowbody,EU1,EU1,203,9479600.95089,46697.5,2599,0.91,215,185,39775,FALSE,FALSE,0.91,215,185,39775,FALSE,39775
TK,Turkish Airlines,BHX,IST,B739,narrowbody,EU1,EU1,5,246334.07735,49266.8,2599,0.91,215,5,1075,FALSE,FALSE,0.91,215,5,1075,FALSE,1075
TK,Turkish Airlines,BIO,IST,A321,narrowbody,EU1,EU1,4,86109.04624,21527.3,2594,0.91,215,4,860,FALSE,FALSE,0.91,215,4,860,FALSE,860
TK,Turkish Airlines,BIO,IST,B738,narrowbody,EU1,EU1,205,9555475.09825,46612.1,2594,0.91,215,187,40205,FALSE,FALSE,0.91,215,187,40205,FALSE,40205
TK,Turkish Airlines,BIO,IST,B739,narrowbody,EU1,EU1,7,344183.37484999996,49169.1,2594,0.91,215,6,1290,FALSE,FALSE,0.91,215,6,1290,FALSE,1290
TK,Turkish Airlines,BJV,BEY,B738,narrowbody,EU1,ME1,60,1039094.895,17318.2,803,0.91,215,55,11825,FALSE,FALSE,0.91,215,55,11825,FALSE,11825
TK,Turkish Airlines,BJV,ESB,B738,narrowbody,EU1,EU1,629,8536122.04625,13570.9,560,0.91,215,572,122980,FALSE,FALSE,0.91,215,572,122980,FALSE,122980
TK,Turkish Airlines,BJV,IST,A319,narrowbody,EU1,EU1,98,1021504.86396,10423.5,455,0.91,215,89,19135,FALSE,FALSE,0.91,215,89,19135,FALSE,19135
TK,Turkish Airlines,BJV,IST,A320,narrowbody,EU1,EU1,370,4112371.3566,11114.5,455,0.91,215,337,72455,FALSE,FALSE,0.91,215,337,72455,FALSE,72455
TK,Turkish Airlines,BJV,IST,A321,narrowbody,EU1,EU1,985,13611335.5583,13818.6,455,0.91,215,896,192640,FALSE,FALSE,0.91,215,896,192640,FALSE,192640
TK,Turkish Airlines,BJV,IST,A332,widebody,EU1,EU1,34,897745.4118799999,26404.3,455,0.56,1259,19,23921,FALSE,TRUE,0.56,1259,19,23921,FALSE,23921
TK,Turkish Airlines,BJV,IST,A333,widebody,EU1,EU1,40,1032986.8724,25824.7,455,0.56,1259,22,27698,FALSE,TRUE,0.56,1259,22,27698,FALSE,27698
TK,Turkish Airlines,BJV,IST,B738,narrowbody,EU1,EU1,671,7951978.116389999,11850.9,455,0.91,215,611,131365,FALSE,FALSE,0.91,215,611,131365,FALSE,131365
TK,Turkish Airlines,BJV,IST,B739,narrowbody,EU1,EU1,165,2007900.2988,12169.1,455,0.91,215,150,32250,FALSE,FALSE,0.91,215,150,32250,FALSE,32250
TK,Turkish Airlines,BJV,IST,B772,widebody,EU1,EU1,34,932956.68262,27439.9,455,0.56,1259,19,23921,FALSE,TRUE,0.56,1259,19,23921,FALSE,23921
TK,Turkish Airlines,BJV,IST,B77W,widebody,EU1,EU1,151,5387020.98164,35675.6,455,0.56,1259,85,107015,FALSE,TRUE,0.56,1259,85,107015,FALSE,107015
TK,Turkish Airlines,BJV,IST,B789,widebody,EU1,EU1,51,1138377.5851200002,22321.1,455,0.56,1259,29,36511,FALSE,TRUE,0.56,1259,29,36511,FALSE,36511
TK,Turkish Airlines,BJV,KZN,B738,narrowbody,EU1,EU2,49,2292367.47138,46783,2604,0.91,215,45,9675,FALSE,FALSE,0.91,215,45,9675,FALSE,9675
TK,Turkish Airlines,BJV,LED,B738,narrowbody,EU1,EU2,32,1446732.75808,45210.4,2512,0.91,215,29,6235,FALSE,FALSE,0.91,215,29,6235,FALSE,6235
TK,Turkish Airlines,BJV,LED,B77W,widebody,EU1,EU2,16,2269123.8272,141820.2,2512,0.56,1259,9,11331,FALSE,TRUE,0.56,1259,9,11331,FALSE,11331
TK,Turkish Airlines,BJV,LGW,B738,narrowbody,EU1,EU1,4,191986.62004,47996.7,2675,0.91,215,4,860,FALSE,FALSE,0.91,215,4,860,FALSE,860
TK,Turkish Airlines,BJV,LGW,B739,narrowbody,EU1,EU1,14,710539.1524,50752.8,2675,0.91,215,13,2795,FALSE,FALSE,0.91,215,13,2795,FALSE,2795
TK,Turkish Airlines,BJV,PRN,A321,narrowbody,EU1,EU2,1,20635.32582,20635.3,816,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
TK,Turkish Airlines,BJV,PRN,B738,narrowbody,EU1,EU2,12,210136.26672,17511.4,816,0.91,215,11,2365,FALSE,FALSE,0.91,215,11,2365,FALSE,2365
TK,Turkish Airlines,BJV,SAW,A320,narrowbody,EU1,EU1,244,2604145.16352,10672.7,428,0.91,215,222,47730,FALSE,FALSE,0.91,215,222,47730,FALSE,47730
TK,Turkish Airlines,BJV,SAW,A321,narrowbody,EU1,EU1,229,3038983.18039,13270.7,428,0.91,215,208,44720,FALSE,FALSE,0.91,215,208,44720,FALSE,44720
TK,Turkish Airlines,BJV,SAW,B738,narrowbody,EU1,EU1,753,8568973.993619999,11379.8,428,0.91,215,685,147275,FALSE,FALSE,0.91,215,685,147275,FALSE,147275
TK,Turkish Airlines,BJV,SJJ,B738,narrowbody,EU1,EU2,14,300026.43006,21430.5,1072,0.91,215,13,2795,FALSE,FALSE,0.91,215,13,2795,FALSE,2795
TK,Turkish Airlines,BJV,SKP,B738,narrowbody,EU1,EU2,26,423324.18726,16281.7,734,0.91,215,24,5160,FALSE,FALSE,0.91,215,24,5160,FALSE,5160
TK,Turkish Airlines,BJV,VKO,A321,narrowbody,EU1,EU2,179,8506807.932139998,47524.1,2161,0.91,215,163,35045,FALSE,FALSE,0.91,215,163,35045,FALSE,35045
TK,Turkish Airlines,BJV,VKO,B738,narrowbody,EU1,EU2,28,1106860.96416,39530.7,2161,0.91,215,25,5375,FALSE,FALSE,0.91,215,25,5375,FALSE,5375
TK,Turkish Airlines,BJV,VKO,B77W,widebody,EU1,EU2,68,8419112.803199999,123810.5,2161,0.56,1259,38,47842,FALSE,TRUE,0.56,1259,38,47842,FALSE,47842
TK,Turkish Airlines,BLL,IST,A321,narrowbody,EU1,EU1,56,2643199.7928,47200,2144,0.91,215,51,10965,FALSE,FALSE,0.91,215,51,10965,FALSE,10965
TK,Turkish Airlines,BLL,IST,B738,narrowbody,EU1,EU1,85,3336778.2682,39256.2,2144,0.91,215,77,16555,FALSE,FALSE,0.91,215,77,16555,FALSE,16555
TK,Turkish Airlines,BLL,IST,B739,narrowbody,EU1,EU1,19,784802.35053,41305.4,2144,0.91,215,17,3655,FALSE,FALSE,0.91,215,17,3655,FALSE,3655
TK,Turkish Airlines,BLQ,IST,A320,narrowbody,EU1,EU1,1,26460.41594,26460.4,1463,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
TK,Turkish Airlines,BLQ,IST,A321,narrowbody,EU1,EU1,656,21753012.4144,33160.1,1463,0.91,215,597,128355,FALSE,FALSE,0.91,215,597,128355,FALSE,128355
TK,Turkish Airlines,BLQ,IST,A332,widebody,EU1,EU1,5,305984.41055,61196.9,1463,0.56,1259,3,3777,FALSE,TRUE,0.56,1259,3,3777,FALSE,3777
TK,Turkish Airlines,BLQ,IST,A333,widebody,EU1,EU1,3,175052.41014,58350.8,1463,0.56,1259,2,2518,FALSE,TRUE,0.56,1259,2,2518,FALSE,2518
TK,Turkish Airlines,BLQ,IST,B738,narrowbody,EU1,EU1,163,4542893.99553,27870.5,1463,0.91,215,148,31820,FALSE,FALSE,0.91,215,148,31820,FALSE,31820
TK,Turkish Airlines,BLQ,IST,B739,narrowbody,EU1,EU1,54,1574395.6807799998,29155.5,1463,0.91,215,49,10535,FALSE,FALSE,0.91,215,49,10535,FALSE,10535
TK,Turkish Airlines,BOD,IST,A321,narrowbody,EU1,EU1,18,940530.26268,52251.7,2409,0.91,215,16,3440,FALSE,FALSE,0.91,215,16,3440,FALSE,3440
TK,Turkish Airlines,BOD,IST,B738,narrowbody,EU1,EU1,183,7967035.34724,43535.7,2409,0.91,215,167,35905,FALSE,FALSE,0.91,215,167,35905,FALSE,35905
TK,Turkish Airlines,BOD,IST,B739,narrowbody,EU1,EU1,18,824235.14466,45790.8,2409,0.91,215,16,3440,FALSE,FALSE,0.91,215,16,3440,FALSE,3440
TK,Turkish Airlines,BRE,IST,A321,narrowbody,EU1,EU1,76,3351278.73204,44095.8,1983,0.91,215,69,14835,FALSE,FALSE,0.91,215,69,14835,FALSE,14835
TK,Turkish Airlines,BRE,IST,B738,narrowbody,EU1,EU1,295,10809810.17735,36643.4,1983,0.91,215,268,57620,FALSE,FALSE,0.91,215,268,57620,FALSE,57620
TK,Turkish Airlines,BRE,IST,B739,narrowbody,EU1,EU1,113,4357231.17157,38559.6,1983,0.91,215,103,22145,FALSE,FALSE,0.91,215,103,22145,FALSE,22145
TK,Turkish Airlines,BRI,IST,A320,narrowbody,EU1,EU1,3,57593.297040000005,19197.8,1001,0.91,215,3,645,FALSE,FALSE,0.91,215,3,645,FALSE,645
TK,Turkish Airlines,BRI,IST,A321,narrowbody,EU1,EU1,60,1441640.6304,24027.3,1001,0.91,215,55,11825,FALSE,FALSE,0.91,215,55,11825,FALSE,11825
TK,Turkish Airlines,BRI,IST,B738,narrowbody,EU1,EU1,154,3120199.7518999996,20261,1001,0.91,215,140,30100,FALSE,FALSE,0.91,215,140,30100,FALSE,30100
TK,Turkish Airlines,BRI,IST,B739,narrowbody,EU1,EU1,25,528862.82725,21154.5,1001,0.91,215,23,4945,FALSE,FALSE,0.91,215,23,4945,FALSE,4945
TK,Turkish Airlines,BRU,AYT,A320,narrowbody,EU1,EU1,70,3153003.6594,45042.9,2597,0.91,215,64,13760,FALSE,FALSE,0.91,215,64,13760,FALSE,13760
TK,Turkish Airlines,BRU,AYT,B738,narrowbody,EU1,EU1,34,1586554.05096,46663.4,2597,0.91,215,31,6665,FALSE,FALSE,0.91,215,31,6665,FALSE,6665
TK,Turkish Airlines,BRU,IST,A321,narrowbody,EU1,EU1,1149,54123279.03201,47104.7,2139,0.91,215,1046,224890,FALSE,FALSE,0.91,215,1046,224890,FALSE,224890
TK,Turkish Airlines,BRU,IST,A332,widebody,EU1,EU1,39,3325386.73701,85266.3,2139,0.56,1259,22,27698,FALSE,TRUE,0.56,1259,22,27698,FALSE,27698
TK,Turkish Airlines,BRU,IST,A333,widebody,EU1,EU1,94,7615407.553180001,81015,2139,0.56,1259,53,66727,FALSE,TRUE,0.56,1259,53,66727,FALSE,66727
TK,Turkish Airlines,BRU,IST,B738,narrowbody,EU1,EU1,162,6346426.08978,39175.5,2139,0.91,215,147,31605,FALSE,FALSE,0.91,215,147,31605,FALSE,31605
TK,Turkish Airlines,BRU,IST,B739,narrowbody,EU1,EU1,8,329766.0452,41220.8,2139,0.91,215,7,1505,FALSE,FALSE,0.91,215,7,1505,FALSE,1505
TK,Turkish Airlines,BRU,IST,B789,widebody,EU1,EU1,2,151301.5212,75650.8,2139,0.56,1259,1,1259,FALSE,TRUE,0.56,1259,1,1259,FALSE,1259
TK,Turkish Airlines,BRU,SAW,A320,narrowbody,EU1,EU1,50,1935163.374,38703.3,2203,0.91,215,46,9890,FALSE,FALSE,0.91,215,46,9890,FALSE,9890
TK,Turkish Airlines,BRU,SAW,A321,narrowbody,EU1,EU1,206,9954890.48042,48324.7,2203,0.91,215,187,40205,FALSE,FALSE,0.91,215,187,40205,FALSE,40205
TK,Turkish Airlines,BRU,SAW,B738,narrowbody,EU1,EU1,109,4382781.94612,40209,2203,0.91,215,99,21285,FALSE,FALSE,0.91,215,99,21285,FALSE,21285
TK,Turkish Airlines,BSL,ESB,B738,narrowbody,EU1,EU1,20,799981.4214,39999.1,2190,0.91,215,18,3870,FALSE,FALSE,0.91,215,18,3870,FALSE,3870
TK,Turkish Airlines,BSL,GZT,B738,narrowbody,EU1,EU1,9,437354.3781,48594.9,2710,0.91,215,8,1720,FALSE,FALSE,0.91,215,8,1720,FALSE,1720
TK,Turkish Airlines,BSL,IST,A321,narrowbody,EU1,EU1,401,16276072.95862,40588.7,1817,0.91,215,365,78475,FALSE,FALSE,0.91,215,365,78475,FALSE,78475
TK,Turkish Airlines,BSL,IST,B738,narrowbody,EU1,EU1,187,6327659.65205,33837.8,1817,0.91,215,170,36550,FALSE,FALSE,0.91,215,170,36550,FALSE,36550
TK,Turkish Airlines,BSL,IST,B739,narrowbody,EU1,EU1,29,1030884.53917,35547.7,1817,0.91,215,26,5590,FALSE,FALSE,0.91,215,26,5590,FALSE,5590
TK,Turkish Airlines,BSL,SAW,A320,narrowbody,EU1,EU1,37,1241065.70458,33542.3,1880,0.91,215,34,7310,FALSE,FALSE,0.91,215,34,7310,FALSE,7310
TK,Turkish Airlines,BSL,SAW,A321,narrowbody,EU1,EU1,98,4108131.0018,41919.7,1880,0.91,215,89,19135,FALSE,FALSE,0.91,215,89,19135,FALSE,19135
TK,Turkish Airlines,BSL,SAW,B738,narrowbody,EU1,EU1,125,4362819.43125,34902.6,1880,0.91,215,114,24510,FALSE,FALSE,0.91,215,114,24510,FALSE,24510
TK,Turkish Airlines,CDG,ESB,B738,narrowbody,EU1,EU1,104,4828100.58432,46424,2583,0.91,215,95,20425,FALSE,FALSE,0.91,215,95,20425,FALSE,20425
TK,Turkish Airlines,CDG,IST,A321,narrowbody,EU1,EU1,1285,62293220.979449995,48477.2,2211,0.91,215,1169,251335,FALSE,FALSE,0.91,215,1169,251335,FALSE,251335
TK,Turkish Airlines,CDG,IST,A332,widebody,EU1,EU1,138,12110440.68942,87756.8,2211,0.56,1259,77,96943,FALSE,TRUE,0.56,1259,77,96943,FALSE,96943
TK,Turkish Airlines,CDG,IST,A333,widebody,EU1,EU1,806,67179115.49518,83348.8,2211,0.56,1259,451,567809,FALSE,TRUE,0.56,1259,451,567809,FALSE,567809
TK,Turkish Airlines,CDG,IST,B738,narrowbody,EU1,EU1,5,201691.00525,40338.2,2211,0.91,215,5,1075,FALSE,FALSE,0.91,215,5,1075,FALSE,1075
TK,Turkish Airlines,CDG,IST,B739,narrowbody,EU1,EU1,2,84878.89034,42439.4,2211,0.91,215,2,430,FALSE,FALSE,0.91,215,2,430,FALSE,430
TK,Turkish Airlines,CDG,IST,B772,widebody,EU1,EU1,15,1426608.5860499998,95107.2,2211,0.56,1259,8,10072,FALSE,TRUE,0.56,1259,8,10072,FALSE,10072
TK,Turkish Airlines,CDG,IST,B77W,widebody,EU1,EU1,6,758230.7760000001,126371.8,2211,0.56,1259,3,3777,FALSE,TRUE,0.56,1259,3,3777,FALSE,3777
TK,Turkish Airlines,CDG,IST,B789,widebody,EU1,EU1,37,2883822.6484200004,77941.2,2211,0.56,1259,21,26439,FALSE,TRUE,0.56,1259,21,26439,FALSE,26439
TK,Turkish Airlines,CDG,SAW,A320,narrowbody,EU1,EU1,79,3143440.41974,39790.4,2274,0.91,215,72,15480,FALSE,FALSE,0.91,215,72,15480,FALSE,15480
TK,Turkish Airlines,CDG,SAW,A321,narrowbody,EU1,EU1,349,17337685.30162,49678.2,2274,0.91,215,318,68370,FALSE,FALSE,0.91,215,318,68370,FALSE,68370
TK,Turkish Airlines,CDG,SAW,B738,narrowbody,EU1,EU1,145,5996560.693549999,41355.6,2274,0.91,215,132,28380,FALSE,FALSE,0.91,215,132,28380,FALSE,28380
TK,Turkish Airlines,CGN,ASR,B738,narrowbody,EU1,EU1,5,232120.2204,46424,2583,0.91,215,5,1075,FALSE,FALSE,0.91,215,5,1075,FALSE,1075
TK,Turkish Airlines,CGN,AYT,A320,narrowbody,EU1,EU1,110,4643056.4906,42209.6,2432,0.91,215,100,21500,FALSE,FALSE,0.91,215,100,21500,FALSE,21500
TK,Turkish Airlines,CGN,AYT,B738,narrowbody,EU1,EU1,5,219535.7018,43907.1,2432,0.91,215,5,1075,FALSE,FALSE,0.91,215,5,1075,FALSE,1075
TK,Turkish Airlines,CGN,AYT,B739,narrowbody,EU1,EU1,14,646522.02944,46180.1,2432,0.91,215,13,2795,FALSE,FALSE,0.91,215,13,2795,FALSE,2795
TK,Turkish Airlines,CGN,ESB,B738,narrowbody,EU1,EU1,127,5350604.64421,42130.7,2322,0.91,215,116,24940,FALSE,FALSE,0.91,215,116,24940,FALSE,24940
TK,Turkish Airlines,CGN,EZS,B738,narrowbody,EU1,EU1,9,458738.4680099999,50970.9,2849,0.91,215,8,1720,FALSE,FALSE,0.91,215,8,1720,FALSE,1720
TK,Turkish Airlines,CGN,IST,A321,narrowbody,EU1,EU1,689,30119971.879660003,43715.5,1965,0.91,215,627,134805,FALSE,FALSE,0.91,215,627,134805,FALSE,134805
TK,Turkish Airlines,CGN,IST,A332,widebody,EU1,EU1,2,158402.05972,79201,1965,0.56,1259,1,1259,FALSE,TRUE,0.56,1259,1,1259,FALSE,1259
TK,Turkish Airlines,CGN,IST,A333,widebody,EU1,EU1,6,451942.8639,75323.8,1965,0.56,1259,3,3777,FALSE,TRUE,0.56,1259,3,3777,FALSE,3777
TK,Turkish Airlines,CGN,IST,B738,narrowbody,EU1,EU1,66,2398386.85812,36339.2,1965,0.91,215,60,12900,FALSE,FALSE,0.91,215,60,12900,FALSE,12900
TK,Turkish Airlines,CGN,IST,B739,narrowbody,EU1,EU1,110,4205628.2884,38233,1965,0.91,215,100,21500,FALSE,FALSE,0.91,215,100,21500,FALSE,21500
TK,Turkish Airlines,CGN,IST,B789,widebody,EU1,EU1,1,70084.56991,70084.6,1965,0.56,1259,1,1259,FALSE,TRUE,0.56,1259,1,1259,FALSE,1259
TK,Turkish Airlines,CGN,KYA,B738,narrowbody,EU1,EU1,5,221231.3517,44246.3,2453,0.91,215,5,1075,FALSE,FALSE,0.91,215,5,1075,FALSE,1075
TK,Turkish Airlines,CGN,SAW,A320,narrowbody,EU1,EU1,175,6306836.1702499995,36039.1,2029,0.91,215,159,34185,FALSE,FALSE,0.91,215,159,34185,FALSE,34185
TK,Turkish Airlines,CGN,SAW,A321,narrowbody,EU1,EU1,223,10036729.51218,45007.8,2029,0.91,215,203,43645,FALSE,FALSE,0.91,215,203,43645,FALSE,43645
TK,Turkish Airlines,CGN,SAW,B738,narrowbody,EU1,EU1,230,8601787.1488,37399.1,2029,0.91,215,209,44935,FALSE,FALSE,0.91,215,209,44935,FALSE,44935
TK,Turkish Airlines,CGN,SZF,A319,narrowbody,EU1,EU1,1,38872.28924,38872.3,2486,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
TK,Turkish Airlines,CGN,SZF,A320,narrowbody,EU1,EU1,4,172145.70512,43036.4,2486,0.91,215,4,860,FALSE,FALSE,0.91,215,4,860,FALSE,860
TK,Turkish Airlines,CGN,SZF,B739,narrowbody,EU1,EU1,1,47094.16211,47094.2,2486,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
TK,Turkish Airlines,CKZ,ESB,B738,narrowbody,EU1,EU1,362,4895761.862480001,13524.2,557,0.91,215,329,70735,FALSE,FALSE,0.91,215,329,70735,FALSE,70735
TK,Turkish Airlines,CKZ,MED,A321,narrowbody,EU1,ME1,1,46894.98891,46895,2128,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
TK,Turkish Airlines,CPH,ASR,B738,narrowbody,EU1,EU1,8,363050.67728,45381.3,2522,0.91,215,7,1505,FALSE,FALSE,0.91,215,7,1505,FALSE,1505
TK,Turkish Airlines,CPH,ESB,B738,narrowbody,EU1,EU1,6,248424.22878,41404,2277,0.91,215,5,1075,FALSE,FALSE,0.91,215,5,1075,FALSE,1075
TK,Turkish Airlines,CPH,IST,A321,narrowbody,EU1,EU1,845,37135962.51235,43947.9,1976,0.91,215,769,165335,FALSE,FALSE,0.91,215,769,165335,FALSE,165335
TK,Turkish Airlines,CPH,IST,A332,widebody,EU1,EU1,5,397980.85525,79596.2,1976,0.56,1259,3,3777,FALSE,TRUE,0.56,1259,3,3777,FALSE,3777
TK,Turkish Airlines,CPH,IST,A333,widebody,EU1,EU1,6,454178.6119799999,75696.4,1976,0.56,1259,3,3777,FALSE,TRUE,0.56,1259,3,3777,FALSE,3777
TK,Turkish Airlines,CPH,IST,B738,narrowbody,EU1,EU1,190,6939771.4415,36525.1,1976,0.91,215,173,37195,FALSE,FALSE,0.91,215,173,37195,FALSE,37195
TK,Turkish Airlines,CPH,IST,B739,narrowbody,EU1,EU1,64,2459684.04544,38432.6,1976,0.91,215,58,12470,FALSE,FALSE,0.91,215,58,12470,FALSE,12470
TK,Turkish Airlines,CPH,KYA,A320,narrowbody,EU1,EU1,3,127869.04611,42623,2459,0.91,215,3,645,FALSE,FALSE,0.91,215,3,645,FALSE,645
TK,Turkish Airlines,CPH,KYA,B738,narrowbody,EU1,EU1,51,2261501.39562,44343.2,2459,0.91,215,46,9890,FALSE,FALSE,0.91,215,46,9890,FALSE,9890
TK,Turkish Airlines,CPH,SAW,A320,narrowbody,EU1,EU1,25,904038.89875,36161.6,2037,0.91,215,23,4945,FALSE,FALSE,0.91,215,23,4945,FALSE,4945
TK,Turkish Airlines,CPH,SAW,A321,narrowbody,EU1,EU1,193,8715930.05648,45160.3,2037,0.91,215,176,37840,FALSE,FALSE,0.91,215,176,37840,FALSE,37840
TK,Turkish Airlines,CPH,SAW,B738,narrowbody,EU1,EU1,48,1801356.81264,37528.3,2037,0.91,215,44,9460,FALSE,FALSE,0.91,215,44,9460,FALSE,9460
TK,Turkish Airlines,CTA,IST,A320,narrowbody,EU1,EU1,2,46129.78228,23064.9,1247,0.91,215,2,430,FALSE,FALSE,0.91,215,2,430,FALSE,430
TK,Turkish Airlines,CTA,IST,A321,narrowbody,EU1,EU1,95,2744571.78065,28890.2,1247,0.91,215,86,18490,FALSE,FALSE,0.91,215,86,18490,FALSE,18490
TK,Turkish Airlines,CTA,IST,B738,narrowbody,EU1,EU1,120,2917540.476,24312.8,1247,0.91,215,109,23435,FALSE,FALSE,0.91,215,109,23435,FALSE,23435
TK,Turkish Airlines,CTA,IST,B739,narrowbody,EU1,EU1,99,2516061.81816,25414.8,1247,0.91,215,90,19350,FALSE,FALSE,0.91,215,90,19350,FALSE,19350
TK,Turkish Airlines,DIY,ESB,B738,narrowbody,EU1,EU1,1002,15299598.04986,15269.1,669,0.91,215,912,196080,FALSE,FALSE,0.91,215,912,196080,FALSE,196080
TK,Turkish Airlines,DIY,IST,A319,narrowbody,EU1,EU1,98,1786330.8974,18227.9,1049,0.91,215,89,19135,FALSE,FALSE,0.91,215,89,19135,FALSE,19135
TK,Turkish Airlines,DIY,IST,A320,narrowbody,EU1,EU1,185,3691180.44875,19952.3,1049,0.91,215,168,36120,FALSE,FALSE,0.91,215,168,36120,FALSE,36120
TK,Turkish Airlines,DIY,IST,A321,narrowbody,EU1,EU1,492,12288290.168760002,24976.2,1049,0.91,215,448,96320,FALSE,FALSE,0.91,215,448,96320,FALSE,96320
TK,Turkish Airlines,DIY,IST,B738,narrowbody,EU1,EU1,825,17367596.7795,21051.6,1049,0.91,215,751,161465,FALSE,FALSE,0.91,215,751,161465,FALSE,161465
TK,Turkish Airlines,DIY,IST,B739,narrowbody,EU1,EU1,182,4001412.30944,21985.8,1049,0.91,215,166,35690,FALSE,FALSE,0.91,215,166,35690,FALSE,35690
TK,Turkish Airlines,DIY,JED,A321,narrowbody,EU1,ME1,7,282198.42825999996,40314.1,1804,0.91,215,6,1290,FALSE,FALSE,0.91,215,6,1290,FALSE,1290
