Carrier Code,Carrier Name,Dep Airport Code,Arr Airport Code,CalculatorName,ac_category,Dep Region Code,Arr Region Code,annual_flights,annual_co2_kg,mean_co2_flight,gcd_km,pct_affected,saving_per_flight_kg,annual_affected_flights,annual_co2_saving_kg,is_transatlantic,is_widebody,pct_affected_corr,saving_per_flight_corr,annual_affected_corr,annual_co2_saving_corr,is_south_atlantic,annual_co2_saving_final
BA,British Airways,LGW,FUE,A321,narrowbody,EU1,EU1,3,67734.10551,22578,2766,0.91,215,3,645,FALSE,FALSE,0.91,215,3,645,FALSE,645
BA,British Airways,LGW,GLA,A319,narrowbody,EU1,EU1,11,136117.3099,12374.3,595,0.91,215,10,2150,FALSE,FALSE,0.91,215,10,2150,FALSE,2150
BA,British Airways,LGW,GLA,A320,narrowbody,EU1,EU1,349,4628259.90879,13261.5,595,0.91,215,318,68370,FALSE,FALSE,0.91,215,318,68370,FALSE,68370
BA,British Airways,LGW,GLA,A321,narrowbody,EU1,EU1,4,66062.09332,16515.5,595,0.91,215,4,860,FALSE,FALSE,0.91,215,4,860,FALSE,860
BA,British Airways,LGW,GNB,A319,narrowbody,EU1,EU1,25,363281.18525,14531.2,760,0.91,215,23,4945,FALSE,FALSE,0.91,215,23,4945,FALSE,4945
BA,British Airways,LGW,GNB,A320,narrowbody,EU1,EU1,29,455527.40727,15707.8,760,0.91,215,26,5590,FALSE,FALSE,0.91,215,26,5590,FALSE,5590
BA,British Airways,LGW,GNB,A321,narrowbody,EU1,EU1,7,137262.9216,19609,760,0.91,215,6,1290,FALSE,FALSE,0.91,215,6,1290,FALSE,1290
BA,British Airways,LGW,GVA,A319,narrowbody,EU1,EU1,85,1183313.5719,13921.3,713,0.91,215,77,16555,FALSE,FALSE,0.91,215,77,16555,FALSE,16555
BA,British Airways,LGW,GVA,A320,narrowbody,EU1,EU1,312,4684265.19912,15013.7,713,0.91,215,284,61060,FALSE,FALSE,0.91,215,284,61060,FALSE,61060
BA,British Airways,LGW,GVA,A321,narrowbody,EU1,EU1,22,412082.51876,18731,713,0.91,215,20,4300,FALSE,FALSE,0.91,215,20,4300,FALSE,4300
BA,British Airways,LGW,HER,A320,narrowbody,EU1,EU1,117,5440789.298880001,46502.5,2676,0.91,215,106,22790,FALSE,FALSE,0.91,215,106,22790,FALSE,22790
BA,British Airways,LGW,HER,A321,narrowbody,EU1,EU1,109,2401075.08293,22028.2,2676,0.91,215,99,21285,FALSE,FALSE,0.91,215,99,21285,FALSE,21285
BA,British Airways,LGW,IBZ,A320,narrowbody,EU1,EU1,303,7565005.19049,24967,1368,0.91,215,276,59340,FALSE,FALSE,0.91,215,276,59340,FALSE,59340
BA,British Airways,LGW,IBZ,A321,narrowbody,EU1,EU1,29,907181.95386,31282.1,1368,0.91,215,26,5590,FALSE,FALSE,0.91,215,26,5590,FALSE,5590
BA,British Airways,LGW,INN,A320,narrowbody,EU1,EU1,24,438829.0307999999,18284.5,938,0.91,215,22,4730,FALSE,FALSE,0.91,215,22,4730,FALSE,4730
BA,British Airways,LGW,JFK,B772,widebody,EU1,NA1,333,76030498.02870001,228319.8,5565,0.56,1259,186,234174,TRUE,TRUE,0.11200000000000002,251.8,37,9317,FALSE,9317
BA,British Airways,LGW,JMK,A320,narrowbody,EU1,EU1,21,914086.31475,43527.9,2515,0.91,215,19,4085,FALSE,FALSE,0.91,215,19,4085,FALSE,4085
BA,British Airways,LGW,JTR,A320,narrowbody,EU1,EU1,129,5834368.68954,45227.7,2607,0.91,215,117,25155,FALSE,FALSE,0.91,215,117,25155,FALSE,25155
BA,British Airways,LGW,JTR,A321,narrowbody,EU1,EU1,1,21606.68049,21606.7,2607,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
BA,British Airways,LGW,KGS,A320,narrowbody,EU1,EU1,130,6045321.443200001,46502.5,2676,0.91,215,118,25370,FALSE,FALSE,0.91,215,118,25370,FALSE,25370
BA,British Airways,LGW,KGS,A321,narrowbody,EU1,EU1,18,396507.81186,22028.2,2676,0.91,215,16,3440,FALSE,FALSE,0.91,215,16,3440,FALSE,3440
BA,British Airways,LGW,KIN,B772,widebody,EU1,LA1,155,16538545.709499998,106700.3,7533,0.56,1259,87,109533,FALSE,TRUE,0.56,1259,87,109533,TRUE,9835
BA,British Airways,LGW,LAS,B772,widebody,EU1,NA1,101,11974291.2996,118557.3,8430,0.56,1259,57,71763,TRUE,TRUE,0.11200000000000002,251.8,11,2770,FALSE,2770
BA,British Airways,LGW,LPA,A320,narrowbody,EU1,EU1,122,6126357.4753600005,50216,2877,0.91,215,111,23865,FALSE,FALSE,0.91,215,111,23865,FALSE,23865
BA,British Airways,LGW,LPA,A321,narrowbody,EU1,EU1,38,883733.7265999999,23256.2,2877,0.91,215,35,7525,FALSE,FALSE,0.91,215,35,7525,FALSE,7525
BA,British Airways,LGW,LYS,A319,narrowbody,EU1,EU1,24,334741.36968,13947.6,715,0.91,215,22,4730,FALSE,FALSE,0.91,215,22,4730,FALSE,4730
BA,British Airways,LGW,LYS,A320,narrowbody,EU1,EU1,30,451301.0547,15043.4,715,0.91,215,27,5805,FALSE,FALSE,0.91,215,27,5805,FALSE,5805
BA,British Airways,LGW,LYS,A321,narrowbody,EU1,EU1,8,150148.59544,18768.6,715,0.91,215,7,1505,FALSE,FALSE,0.91,215,7,1505,FALSE,1505
BA,British Airways,LGW,MAH,A320,narrowbody,EU1,EU1,155,3701761.5065,23882.3,1299,0.91,215,141,30315,FALSE,FALSE,0.91,215,141,30315,FALSE,30315
BA,British Airways,LGW,MAH,A321,narrowbody,EU1,EU1,10,299181.5628,29918.2,1299,0.91,215,9,1935,FALSE,FALSE,0.91,215,9,1935,FALSE,1935
BA,British Airways,LGW,MCO,B772,widebody,EU1,NA1,619,181595115.7989,293368.5,6988,0.56,1259,347,436873,TRUE,TRUE,0.11200000000000002,251.8,69,17374,FALSE,17374
BA,British Airways,LGW,MLA,A319,narrowbody,EU1,EU1,13,427866.64882,32912.8,2060,0.91,215,12,2580,FALSE,FALSE,0.91,215,12,2580,FALSE,2580
BA,British Airways,LGW,MLA,A320,narrowbody,EU1,EU1,175,6389901.140000001,36513.7,2060,0.91,215,159,34185,FALSE,FALSE,0.91,215,159,34185,FALSE,34185
BA,British Airways,LGW,MLA,A321,narrowbody,EU1,EU1,143,6520615.17107,45598.7,2060,0.91,215,130,27950,FALSE,FALSE,0.91,215,130,27950,FALSE,27950
BA,British Airways,LGW,MPL,A320,narrowbody,EU1,EU1,59,1040354.6523,17633.1,893,0.91,215,54,11610,FALSE,FALSE,0.91,215,54,11610,FALSE,11610
BA,British Airways,LGW,MPL,A321,narrowbody,EU1,EU1,5,110232.6961,22046.5,893,0.91,215,5,1075,FALSE,FALSE,0.91,215,5,1075,FALSE,1075
BA,British Airways,LGW,MRU,B772,widebody,EU1,AF4,156,21156112.5048,135616.1,9740,0.56,1259,87,109533,FALSE,TRUE,0.56,1259,87,109533,FALSE,109533
BA,British Airways,LGW,NCE,A319,narrowbody,EU1,EU1,25,437551.438,17502.1,998,0.91,215,23,4945,FALSE,FALSE,0.91,215,23,4945,FALSE,4945
BA,British Airways,LGW,NCE,A320,narrowbody,EU1,EU1,362,6933420.01352,19153.1,998,0.91,215,329,70735,FALSE,FALSE,0.91,215,329,70735,FALSE,70735
BA,British Airways,LGW,NCE,A321,narrowbody,EU1,EU1,69,1653993.5572799998,23970.9,998,0.91,215,63,13545,FALSE,FALSE,0.91,215,63,13545,FALSE,13545
BA,British Airways,LGW,NUE,A320,narrowbody,EU1,EU1,11,182021.85034,16547.4,818,0.91,215,10,2150,FALSE,FALSE,0.91,215,10,2150,FALSE,2150
BA,British Airways,LGW,OPO,A320,narrowbody,EU1,EU1,32,752664.69728,23520.8,1276,0.91,215,29,6235,FALSE,FALSE,0.91,215,29,6235,FALSE,6235
BA,British Airways,LGW,OPO,A321,narrowbody,EU1,EU1,11,324098.45886,29463.5,1276,0.91,215,10,2150,FALSE,FALSE,0.91,215,10,2150,FALSE,2150
BA,British Airways,LGW,PFO,A320,narrowbody,EU1,EU1,157,3161309.14057,20135.7,3182,0.91,215,143,30745,FALSE,FALSE,0.91,215,143,30745,FALSE,30745
BA,British Airways,LGW,PFO,A321,narrowbody,EU1,EU1,93,2344234.64874,25206.8,3182,0.91,215,85,18275,FALSE,FALSE,0.91,215,85,18275,FALSE,18275
BA,British Airways,LGW,PMI,A319,narrowbody,EU1,EU1,18,394524.44064,21918,1307,0.91,215,16,3440,FALSE,FALSE,0.91,215,16,3440,FALSE,3440
BA,British Airways,LGW,PMI,A320,narrowbody,EU1,EU1,204,4897650.86592,24008.1,1307,0.91,215,186,39990,FALSE,FALSE,0.91,215,186,39990,FALSE,39990
BA,British Airways,LGW,PMI,A321,narrowbody,EU1,EU1,128,3849766.25792,30076.3,1307,0.91,215,116,24940,FALSE,FALSE,0.91,215,116,24940,FALSE,24940
BA,British Airways,LGW,POS,B772,widebody,EU1,LA1,119,12026767.9154,101065.3,7096,0.56,1259,67,84353,FALSE,TRUE,0.56,1259,67,84353,TRUE,7551
BA,British Airways,LGW,PSA,A320,narrowbody,EU1,EU1,26,558406.3914000001,21477.2,1146,0.91,215,24,5160,FALSE,FALSE,0.91,215,24,5160,FALSE,5160
BA,British Airways,LGW,PUJ,B772,widebody,EU1,LA1,156,45175337.14199999,289585.5,6893,0.56,1259,87,109533,FALSE,TRUE,0.56,1259,87,109533,TRUE,9899
BA,British Airways,LGW,RAK,A319,narrowbody,EU1,AF1,1,35766.64989,35766.6,2264,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
BA,British Airways,LGW,RAK,A320,narrowbody,EU1,AF1,252,9988592.0148,39637.3,2264,0.91,215,229,49235,FALSE,FALSE,0.91,215,229,49235,FALSE,49235
BA,British Airways,LGW,RAK,A321,narrowbody,EU1,AF1,160,7918008.2816,49487.6,2264,0.91,215,146,31390,FALSE,FALSE,0.91,215,146,31390,FALSE,31390
BA,British Airways,LGW,RHO,A320,narrowbody,EU1,EU1,105,5065112.65155,48239.2,2770,0.91,215,96,20640,FALSE,FALSE,0.91,215,96,20640,FALSE,20640
BA,British Airways,LGW,RHO,A321,narrowbody,EU1,EU1,30,678074.1528,22602.5,2770,0.91,215,27,5805,FALSE,FALSE,0.91,215,27,5805,FALSE,5805
BA,British Airways,LGW,SJO,B772,widebody,EU1,LA2,70,8571051.657,122443.6,8724,0.56,1259,39,49101,FALSE,TRUE,0.56,1259,39,49101,TRUE,4442
BA,British Airways,LGW,SKG,A320,narrowbody,EU1,EU1,117,4399298.090460001,37600.8,2131,0.91,215,106,22790,FALSE,FALSE,0.91,215,106,22790,FALSE,22790
BA,British Airways,LGW,SKG,A321,narrowbody,EU1,EU1,63,2957987.2013999997,46952.2,2131,0.91,215,57,12255,FALSE,FALSE,0.91,215,57,12255,FALSE,12255
BA,British Airways,LGW,SSH,A320,narrowbody,EU1,AF1,30,710967.9612,23698.9,3862,0.91,215,27,5805,FALSE,FALSE,0.91,215,27,5805,FALSE,5805
BA,British Airways,LGW,SVQ,A319,narrowbody,EU1,EU1,26,675480.14508,25980,1588,0.91,215,24,5160,FALSE,FALSE,0.91,215,24,5160,FALSE,5160
BA,British Airways,LGW,SVQ,A320,narrowbody,EU1,EU1,206,5880760.28618,28547.4,1588,0.91,215,187,40205,FALSE,FALSE,0.91,215,187,40205,FALSE,40205
BA,British Airways,LGW,SVQ,A321,narrowbody,EU1,EU1,87,3110306.98326,35750.7,1588,0.91,215,79,16985,FALSE,FALSE,0.91,215,79,16985,FALSE,16985
BA,British Airways,LGW,SZG,A319,narrowbody,EU1,EU1,95,1692242.7026,17813.1,1020,0.91,215,86,18490,FALSE,FALSE,0.91,215,86,18490,FALSE,18490
BA,British Airways,LGW,SZG,A320,narrowbody,EU1,EU1,229,4464686.1569,19496.4,1020,0.91,215,208,44720,FALSE,FALSE,0.91,215,208,44720,FALSE,44720
BA,British Airways,LGW,TFS,A320,narrowbody,EU1,EU1,368,18703870.78912,50825.7,2910,0.91,215,335,72025,FALSE,FALSE,0.91,215,335,72025,FALSE,72025
BA,British Airways,LGW,TFS,A321,narrowbody,EU1,EU1,128,3002592.33408,23457.8,2910,0.91,215,116,24940,FALSE,FALSE,0.91,215,116,24940,FALSE,24940
BA,British Airways,LGW,TPA,B772,widebody,EU1,NA1,322,32592742.3052,101219.7,7108,0.56,1259,180,226620,TRUE,TRUE,0.11200000000000002,251.8,36,9065,FALSE,9065
BA,British Airways,LGW,TRN,A319,narrowbody,EU1,EU1,110,1756339.5168,15966.7,875,0.91,215,100,21500,FALSE,FALSE,0.91,215,100,21500,FALSE,21500
BA,British Airways,LGW,TRN,A320,narrowbody,EU1,EU1,245,4256278.278,17372.6,875,0.91,215,223,47945,FALSE,FALSE,0.91,215,223,47945,FALSE,47945
BA,British Airways,LGW,TRN,A321,narrowbody,EU1,EU1,72,1563598.45224,21716.6,875,0.91,215,66,14190,FALSE,FALSE,0.91,215,66,14190,FALSE,14190
BA,British Airways,LGW,UVF,B772,widebody,EU1,LA1,352,100560416.6336,285683,6795,0.56,1259,197,248023,FALSE,TRUE,0.56,1259,197,248023,TRUE,22336
BA,British Airways,LGW,VCE,A320,narrowbody,EU1,EU1,103,2161954.36563,20989.8,1115,0.91,215,94,20210,FALSE,FALSE,0.91,215,94,20210,FALSE,20210
BA,British Airways,LGW,VCE,A321,narrowbody,EU1,EU1,31,814707.1594100001,26280.9,1115,0.91,215,28,6020,FALSE,FALSE,0.91,215,28,6020,FALSE,6020
BA,British Airways,LGW,VLC,A320,narrowbody,EU1,EU1,15,357055.98285000003,23803.7,1294,0.91,215,14,3010,FALSE,FALSE,0.91,215,14,3010,FALSE,3010
BA,British Airways,LGW,VRN,A319,narrowbody,EU1,EU1,29,523215.9149,18041.9,1036,0.91,215,26,5590,FALSE,FALSE,0.91,215,26,5590,FALSE,5590
BA,British Airways,LGW,VRN,A320,narrowbody,EU1,EU1,199,3929845.32554,19748,1036,0.91,215,181,38915,FALSE,FALSE,0.91,215,181,38915,FALSE,38915
BA,British Airways,LGW,VRN,A321,narrowbody,EU1,EU1,72,1779783.68016,24719.2,1036,0.91,215,66,14190,FALSE,FALSE,0.91,215,66,14190,FALSE,14190
BA,British Airways,LGW,YVR,B772,widebody,EU1,NA1,111,11966982.5496,107810.7,7617,0.56,1259,62,78058,TRUE,TRUE,0.11200000000000002,251.8,12,3022,FALSE,3022
BA,British Airways,LHR,ABV,B772,widebody,EU1,AF3,365,71526594.28,195963.3,4772,0.56,1259,204,256836,FALSE,TRUE,0.56,1259,204,256836,FALSE,256836
BA,British Airways,LHR,ABZ,A319,narrowbody,EU1,EU1,572,7468057.87728,13056,647,0.91,215,521,112015,FALSE,FALSE,0.91,215,521,112015,FALSE,112015
BA,British Airways,LHR,ABZ,A320,narrowbody,EU1,EU1,1253,17584147.38654,14033.6,647,0.91,215,1140,245100,FALSE,FALSE,0.91,215,1140,245100,FALSE,245100
BA,British Airways,LHR,ABZ,A321,narrowbody,EU1,EU1,176,3078564.80448,17491.8,647,0.91,215,160,34400,FALSE,FALSE,0.91,215,160,34400,FALSE,34400
BA,British Airways,LHR,ACC,B772,widebody,EU1,AF3,364,76090834.5652,209040.8,5097,0.56,1259,204,256836,FALSE,TRUE,0.56,1259,204,256836,FALSE,256836
BA,British Airways,LHR,AGP,A320,narrowbody,EU1,EU1,603,18111465.20205,30035.6,1675,0.91,215,549,118035,FALSE,FALSE,0.91,215,549,118035,FALSE,118035
BA,British Airways,LHR,AGP,A321,narrowbody,EU1,EU1,78,2931918.10002,37588.7,1675,0.91,215,71,15265,FALSE,FALSE,0.91,215,71,15265,FALSE,15265
BA,British Airways,LHR,ALG,A320,narrowbody,EU1,AF1,240,7175699.947199999,29898.7,1667,0.91,215,218,46870,FALSE,FALSE,0.91,215,218,46870,FALSE,46870
BA,British Airways,LHR,ALG,A321,narrowbody,EU1,AF1,1,37419.67855,37419.7,1667,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
BA,British Airways,LHR,AMM,A320,narrowbody,EU1,ME1,348,7913523.72012,22740,3679,0.91,215,317,68155,FALSE,FALSE,0.91,215,317,68155,FALSE,68155
BA,British Airways,LHR,AMM,A321,narrowbody,EU1,ME1,2,56963.38836,28481.7,3679,0.91,215,2,430,FALSE,FALSE,0.91,215,2,430,FALSE,430
BA,British Airways,LHR,AMS,A319,narrowbody,EU1,EU1,1276,11540514.425352,9044.3,367,0.91,215,1161,249615,FALSE,FALSE,0.91,215,1161,249615,FALSE,249615
BA,British Airways,LHR,AMS,A320,narrowbody,EU1,EU1,1372,13273558.676028,9674.6,367,0.91,215,1249,268535,FALSE,FALSE,0.91,215,1249,268535,FALSE,268535
BA,British Airways,LHR,AMS,A321,narrowbody,EU1,EU1,134,1612384.0981,12032.7,367,0.91,215,122,26230,FALSE,FALSE,0.91,215,122,26230,FALSE,26230
BA,British Airways,LHR,ARN,A319,narrowbody,EU1,EU1,169,4076394.41976,24120.7,1461,0.91,215,154,33110,FALSE,FALSE,0.91,215,154,33110,FALSE,33110
BA,British Airways,LHR,ARN,A320,narrowbody,EU1,EU1,980,25900396.3722,26429,1461,0.91,215,892,191780,FALSE,FALSE,0.91,215,892,191780,FALSE,191780
BA,British Airways,LHR,ARN,A321,narrowbody,EU1,EU1,249,8247015.51825,33120.5,1461,0.91,215,227,48805,FALSE,FALSE,0.91,215,227,48805,FALSE,48805
BA,British Airways,LHR,ATH,A320,narrowbody,EU1,EU1,1188,49999489.45992,42087.1,2424,0.91,215,1081,232415,FALSE,FALSE,0.91,215,1081,232415,FALSE,232415
BA,British Airways,LHR,ATH,A321,narrowbody,EU1,EU1,246,12924255.91974,52537.6,2424,0.91,215,224,48160,FALSE,FALSE,0.91,215,224,48160,FALSE,48160
BA,British Airways,LHR,ATH,B788,widebody,EU1,EU1,2,158050.03224,79025,2424,0.56,1259,1,1259,FALSE,TRUE,0.56,1259,1,1259,FALSE,1259
BA,British Airways,LHR,ATL,B772,widebody,EU1,NA1,358,101747040.9886,284209.6,6758,0.56,1259,200,251800,TRUE,TRUE,0.11200000000000002,251.8,40,10072,FALSE,10072
BA,British Airways,LHR,ATL,B77W,widebody,EU1,NA1,1,128506.224,128506.2,6758,0.56,1259,1,1259,TRUE,TRUE,0.11200000000000002,251.8,0,0,FALSE,0
BA,British Airways,LHR,AUS,B772,widebody,EU1,NA1,362,40329008.4896,111406.1,7889,0.56,1259,203,255577,TRUE,TRUE,0.11200000000000002,251.8,41,10324,FALSE,10324
BA,British Airways,LHR,AUS,B77W,widebody,EU1,NA1,1,148135.513,148135.5,7889,0.56,1259,1,1259,TRUE,TRUE,0.11200000000000002,251.8,0,0,FALSE,0
BA,British Airways,LHR,BAH,B772,widebody,EU1,ME1,350,73069302.11,208769.4,5090,0.56,1259,196,246764,FALSE,TRUE,0.56,1259,196,246764,FALSE,246764
BA,British Airways,LHR,BCN,A319,narrowbody,EU1,EU1,384,7537748.84736,19629.6,1147,0.91,215,349,75035,FALSE,FALSE,0.91,215,349,75035,FALSE,75035
BA,British Airways,LHR,BCN,A320,narrowbody,EU1,EU1,1955,42018597.8386,21492.9,1147,0.91,215,1779,382485,FALSE,FALSE,0.91,215,1779,382485,FALSE,382485
BA,British Airways,LHR,BCN,A321,narrowbody,EU1,EU1,386,10388590.37988,26913.4,1147,0.91,215,351,75465,FALSE,FALSE,0.91,215,351,75465,FALSE,75465
BA,British Airways,LHR,BDA,B772,widebody,EU1,LA1,322,72648975.23099999,225617.9,5517,0.56,1259,180,226620,FALSE,TRUE,0.56,1259,180,226620,TRUE,20432
BA,British Airways,LHR,BDS,A320,narrowbody,EU1,EU1,88,2905058.816,33012,1849,0.91,215,80,17200,FALSE,FALSE,0.91,215,80,17200,FALSE,17200
BA,British Airways,LHR,BDS,A321,narrowbody,EU1,EU1,7,288853.3956,41264.8,1849,0.91,215,6,1290,FALSE,FALSE,0.91,215,6,1290,FALSE,1290
BA,British Airways,LHR,BEG,A320,narrowbody,EU1,EU2,25,760725.853,30429,1698,0.91,215,23,4945,FALSE,FALSE,0.91,215,23,4945,FALSE,4945
BA,British Airways,LHR,BER,A319,narrowbody,EU1,EU1,541,9205247.05269,17015.2,959,0.91,215,492,105780,FALSE,FALSE,0.91,215,492,105780,FALSE,105780
BA,British Airways,LHR,BER,A320,narrowbody,EU1,EU1,1260,23421555.1206,18588.5,959,0.91,215,1147,246605,FALSE,FALSE,0.91,215,1147,246605,FALSE,246605
BA,British Airways,LHR,BER,A321,narrowbody,EU1,EU1,176,4093082.5232,23256.2,959,0.91,215,160,34400,FALSE,FALSE,0.91,215,160,34400,FALSE,34400
BA,British Airways,LHR,BGI,B772,widebody,EU1,LA1,288,81737682.6816,283811.4,6748,0.56,1259,161,202699,FALSE,TRUE,0.56,1259,161,202699,TRUE,18275
BA,British Airways,LHR,BGI,B77W,widebody,EU1,LA1,65,8341805.537,128335.5,6748,0.56,1259,36,45324,FALSE,TRUE,0.56,1259,36,45324,TRUE,4124
BA,British Airways,LHR,BHD,A319,narrowbody,EU1,EU1,664,7406938.17368,11155,502,0.91,215,604,129860,FALSE,FALSE,0.91,215,604,129860,FALSE,129860
BA,British Airways,LHR,BHD,A320,narrowbody,EU1,EU1,1315,15622901.7629,11880.5,502,0.91,215,1197,257355,FALSE,FALSE,0.91,215,1197,257355,FALSE,257355
BA,British Airways,LHR,BHD,A321,narrowbody,EU1,EU1,1,14769.40873,14769.4,502,0.91,215,1,215,FALSE,FALSE,0.91,215,1,215,FALSE,215
BA,British Airways,LHR,BIA,A319,narrowbody,EU1,EU1,15,314610.45795,20974,1241,0.91,215,14,3010,FALSE,FALSE,0.91,215,14,3010,FALSE,3010
BA,British Airways,LHR,BIA,A320,narrowbody,EU1,EU1,4,91882.28404,22970.6,1241,0.91,215,4,860,FALSE,FALSE,0.91,215,4,860,FALSE,860
BA,British Airways,LHR,BJV,A320,narrowbody,EU1,EU1,23,1082729.89072,47075.2,2707,0.91,215,21,4515,FALSE,FALSE,0.91,215,21,4515,FALSE,4515
BA,British Airways,LHR,BJV,A321,narrowbody,EU1,EU1,24,533222.28912,22217.6,2707,0.91,215,22,4730,FALSE,FALSE,0.91,215,22,4730,FALSE,4730
BA,British Airways,LHR,BLL,A319,narrowbody,EU1,EU1,106,1578683.1092800002,14893.2,789,0.91,215,96,20640,FALSE,FALSE,0.91,215,96,20640,FALSE,20640
BA,British Airways,LHR,BLL,A320,narrowbody,EU1,EU1,212,3419059.95136,16127.6,789,0.91,215,193,41495,FALSE,FALSE,0.91,215,193,41495,FALSE,41495
BA,British Airways,LHR,BLL,A321,narrowbody,EU1,EU1,2,40280.96952,20140.5,789,0.91,215,2,430,FALSE,FALSE,0.91,215,2,430,FALSE,430
BA,British Airways,LHR,BLQ,A319,narrowbody,EU1,EU1,132,2619420.98484,19844.1,1162,0.91,215,120,25800,FALSE,FALSE,0.91,215,120,25800,FALSE,25800
BA,British Airways,LHR,BLQ,A320,narrowbody,EU1,EU1,674,14645136.56124,21728.7,1162,0.91,215,613,131795,FALSE,FALSE,0.91,215,613,131795,FALSE,131795
BA,British Airways,LHR,BLQ,A321,narrowbody,EU1,EU1,133,3618925.20934,27210,1162,0.91,215,121,26015,FALSE,FALSE,0.91,215,121,26015,FALSE,26015
BA,British Airways,LHR,BLR,B772,widebody,EU1,AS1,294,33347990.7306,113428.5,8042,0.56,1259,165,207735,FALSE,TRUE,0.56,1259,165,207735,FALSE,207735
BA,British Airways,LHR,BLR,B788,widebody,EU1,AS1,23,1996542.75088,86806.2,8042,0.56,1259,13,16367,FALSE,TRUE,0.56,1259,13,16367,FALSE,16367
BA,British Airways,LHR,BLR,B789,widebody,EU1,AS1,42,3910563.65322,93108.7,8042,0.56,1259,24,30216,FALSE,TRUE,0.56,1259,24,30216,FALSE,30216
BA,British Airways,LHR,BNA,B788,widebody,EU1,NA1,313,67229095.4712,214789.4,6709,0.56,1259,175,220325,TRUE,TRUE,0.11200000000000002,251.8,35,8813,FALSE,8813
BA,British Airways,LHR,BNA,B789,widebody,EU1,NA1,18,4138698.546,229927.7,6709,0.56,1259,10,12590,TRUE,TRUE,0.11200000000000002,251.8,2,504,FALSE,504
BA,British Airways,LHR,BOM,B772,widebody,EU1,AS1,679,69601933.6663,102506.5,7208,0.56,1259,380,478420,FALSE,TRUE,0.56,1259,380,478420,FALSE,478420
BA,British Airways,LHR,BOM,B77W,widebody,EU1,AS1,14,1906662.3072,136190.2,7208,0.56,1259,8,10072,FALSE,TRUE,0.56,1259,8,10072,FALSE,10072
BA,British Airways,LHR,BOM,B788,widebody,EU1,AS1,189,43353837.5004,229385.4,7208,0.56,1259,106,133454,FALSE,TRUE,0.56,1259,106,133454,FALSE,133454
BA,British Airways,LHR,BOM,B789,widebody,EU1,AS1,133,32690582.6751,245793.9,7208,0.56,1259,74,93166,FALSE,TRUE,0.56,1259,74,93166,FALSE,93166
BA,British Airways,LHR,BOS,B772,widebody,EU1,NA1,423,90735999.6762,214505.9,5238,0.56,1259,237,298383,TRUE,TRUE,0.11200000000000002,251.8,47,11835,FALSE,11835
BA,British Airways,LHR,BOS,B77W,widebody,EU1,NA1,227,66823825.930599995,294378.1,5238,0.56,1259,127,159893,TRUE,TRUE,0.11200000000000002,251.8,25,6295,FALSE,6295
BA,British Airways,LHR,BOS,B788,widebody,EU1,NA1,237,39304339.7994,165841.1,5238,0.56,1259,133,167447,TRUE,TRUE,0.11200000000000002,251.8,27,6799,FALSE,6799
BA,British Airways,LHR,BOS,B789,widebody,EU1,NA1,138,24563997.1158,178000,5238,0.56,1259,77,96943,TRUE,TRUE,0.11200000000000002,251.8,15,3777,FALSE,3777
BA,British Airways,LHR,BRU,A319,narrowbody,EU1,EU1,397,3478583.608392,8762.2,349,0.91,215,361,77615,FALSE,FALSE,0.91,215,361,77615,FALSE,77615
BA,British Airways,LHR,BRU,A320,narrowbody,EU1,EU1,882,8273228.8401,9380.1,349,0.91,215,803,172645,FALSE,FALSE,0.91,215,803,172645,FALSE,172645
BA,British Airways,LHR,BRU,A321,narrowbody,EU1,EU1,117,1365088.12947,11667.4,349,0.91,215,106,22790,FALSE,FALSE,0.91,215,106,22790,FALSE,22790
BA,British Airways,LHR,BSL,A319,narrowbody,EU1,EU1,254,3546009.55516,13960.7,716,0.91,215,231,49665,FALSE,FALSE,0.91,215,231,49665,FALSE,49665
BA,British Airways,LHR,BSL,A320,narrowbody,EU1,EU1,768,11564711.02464,15058.2,716,0.91,215,699,150285,FALSE,FALSE,0.91,215,699,150285,FALSE,150285
BA,British Airways,LHR,BSL,A321,narrowbody,EU1,EU1,75,1409051.2395,18787.3,716,0.91,215,68,14620,FALSE,FALSE,0.91,215,68,14620,FALSE,14620
BA,British Airways,LHR,BUD,A319,narrowbody,EU1,EU2,776,18984023.31432,24463.9,1485,0.91,215,706,151790,FALSE,FALSE,0.91,215,706,151790,FALSE,151790
BA,British Airways,LHR,BUD,A320,narrowbody,EU1,EU2,373,9998733.64839,26806.3,1485,0.91,215,339,72885,FALSE,FALSE,0.91,215,339,72885,FALSE,72885
BA,British Airways,LHR,BUD,A321,narrowbody,EU1,EU2,48,1612558.66032,33595,1485,0.91,215,44,9460,FALSE,FALSE,0.91,215,44,9460,FALSE,9460
BA,British Airways,LHR,BWI,B788,widebody,EU1,NA1,307,56871025.6028,185247.6,5831,0.56,1259,172,216548,TRUE,TRUE,0.11200000000000002,251.8,34,8561,FALSE,8561
BA,British Airways,LHR,BWI,B789,widebody,EU1,NA1,10,1986356.274,198635.6,5831,0.56,1259,6,7554,TRUE,TRUE,0.11200000000000002,251.8,1,252,FALSE,252
